id,universitySlug,nameFa,category,url,relation,sourceUrl,evidence,lastVerified
imam-khomeini-international-discovery-system-413e953e756b,imam-khomeini-international,کسب رتبه برتر چهار نشریه علمی دانشگاه در میان نشریات برتر کشور - پرتال خبری دانشگاه بین المللی امام خمینی(ره),journals,https://research.ikiu.ac.ir/fa/web/news_portal/w/%DA%A9%D8%B3%D8%A8-%D8%B1%D8%AA%D8%A8%D9%87-%D8%A8%D8%B1%D8%AA%D8%B1%C2%A0-%DA%86%D9%87%D8%A7%D8%B1-%D9%86%D8%B4%D8%B1%DB%8C%D9%87-%D8%B9%D9%84%D9%85%DB%8C-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%AF%D8%B1-%D9%85%DB%8C%D8%A7%D9%86-%D9%86%D8%B4%D8%B1?redirect=%2Ffa%2Fweb%2Fnews_portal%2F%25D9%2585%25D8%25B9%25D8%25A7%25D9%2588%25D9%2586%25D8%25AA-%25D9%25BE%25DA%2598%25D9%2588%25D9%2587%25D8%25B4%25DB%258C-%25D9%2588-%25D9%2581%25D9%2586%25D8%25A7%25D9%2588%25D8%25B1%25DB%258C1,research-portal-discovery,https://research.ikiu.ac.ir/fa/web/news_portal/%D9%85%D8%B9%D8%A7%D9%88%D9%86%D8%AA-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C1,verified,2026-08-11
zanjan-discovery-system-5bf3a2fb4eb7,zanjan,خدمات و فرآیندها - دانشگاه زنجان,research,https://systems.znu.ac.ir/,research-portal-discovery,https://znu.ac.ir/,verified,2026-08-11
zanjan-discovery-system-b070e7bd5b5b,zanjan,معاونت آموزشي - دانشگاه زنجان | University of zanjan,research,https://education.znu.ac.ir/systems/,research-portal-discovery,https://znu.ac.ir/,verified,2026-08-11
zanjan-discovery-system-cf09bab0af2b,zanjan,معاونت آموزشي - دانشگاه زنجان | University of zanjan,research,https://education.znu.ac.ir/systems/application-guide-proposed-registration-master-thesis-doctoral-thesis-edu,research-portal-discovery,https://education.znu.ac.ir/systems/,verified,2026-08-11
zanjan-discovery-system-36addd6a28eb,zanjan,مدیریت امور پژوهشی - دانشگاه زنجان | University of zanjan,journals,https://resmng.znu.ac.ir/page/,research-portal-discovery,https://resmng.znu.ac.ir/rules/pay-services-from-research-site,verified,2026-08-11
zanjan-discovery-system-abb61c9055ac,zanjan,معاونت آموزشي - دانشگاه زنجان | University of zanjan,research,https://education.znu.ac.ir/systems/i-have-recorded-diagnoses-perceptions-principles-samana-golestan-edu,research-portal-discovery,https://education.znu.ac.ir/systems/,verified,2026-08-11
zanjan-discovery-system-3c510f9992c6,zanjan,مدیریت امور فناوری و ارتباط با جامعه - دانشگاه زنجان | University of zanjan,research,https://tacs.znu.ac.ir/rules/support-student-theses,research-portal-discovery,https://research.znu.ac.ir/rules,verified,2026-08-11
zanjan-discovery-system-714ea68c325b,zanjan,مدیریت امور پژوهشی - دانشگاه زنجان | University of zanjan,research,https://resmng.znu.ac.ir/rules/pay-services-from-research-site,research-portal-discovery,https://research.znu.ac.ir/rules,verified,2026-08-11
zanjan-discovery-system-41987b3bde2f,zanjan,معاونت پژوهش و فناوری - دانشگاه زنجان | University of zanjan,research,https://research.znu.ac.ir/services/user-help-it,research-portal-discovery,https://research.znu.ac.ir/services,verified,2026-08-11
zanjan-discovery-system-df12791b2602,zanjan,معاونت پژوهش و فناوری - دانشگاه زنجان | University of zanjan,research,https://research.znu.ac.ir/services,research-portal-discovery,https://research.znu.ac.ir/,verified,2026-08-11
zanjan-discovery-system-4e52e76470be,zanjan,معاونت پژوهش و فناوری - دانشگاه زنجان | University of zanjan,research,https://research.znu.ac.ir/services/opportunity-rsr,research-portal-discovery,https://research.znu.ac.ir/services,verified,2026-08-11
zanjan-discovery-system-13b1dc170368,zanjan,معاونت پژوهش و فناوری - دانشگاه زنجان | University of zanjan,research,https://research.znu.ac.ir/services/malekiat-fekri-rsr,research-portal-discovery,https://research.znu.ac.ir/services,verified,2026-08-11
ilam-discovery-system-6e0842c671e6,ilam,.:: حمايت مالي از پايان‌نامه‌هاي تحصيلات تکميلي شرکت گاز استان :: ::.,research,https://ilam.ac.ir/page/?ihwffkuwh-%D8%AD%D9%85%D8%A7%D9%8A%D8%AA-%D9%85%D8%A7%D9%84%D9%8A-%D8%A7%D8%B2-%D9%BE%D8%A7%D9%8A%D8%A7%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%D9%8A-%D8%AA%D8%AD%D8%B5%D9%8A%D9%84%D8%A7%D8%AA-%D8%AA%DA%A9%D9%85%D9%8A%D9%84%D9%8A-%D8%B4%D8%B1%DA%A9%D8%AA-%DA%AF%D8%A7%D8%B2-%D8%A7%D8%B3%D8%AA%D8%A7%D9%86,research-portal-discovery,https://ilam.ac.ir/,verified,2026-08-11
ilam-discovery-system-9a048af5ba04,ilam,.:: معاونت پژوهش و فناوری ::.,research,https://www.ilam.ac.ir/dep/research/news/ihwfhufsw-%D8%A7%D9%81%D8%B2%D8%A7%D9%8A%D8%B4-50-%D8%AF%D8%B1%D8%B5%D8%AF%D9%8A-%D8%AD%D9%85%D8%A7%D9%8A%D8%AA-%D9%85%D8%A7%D9%84%D9%8A-%D8%AF%D8%A7%D9%86%D8%B4%DA%AF%D8%A7%D9%87-%D8%A7%D9%8A%D9%84%D8%A7%D9%85-%D8%A7%D8%B2-%D9%BE%D8%A7%D9%8A%D8%A7%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7%D9%8A-%DA%A9%D8%A7%D8%B1%D8%A8%D8%B1%D8%AF%D9%8A,research-portal-discovery,https://www.ilam.ac.ir/dep/research/,verified,2026-08-11
ilam-discovery-system-442789ea75bd,ilam,.:: معاونت پژوهش و فناوری ::.,research,https://www.ilam.ac.ir/dep/research/sub2260,research-portal-discovery,https://www.ilam.ac.ir/dep/research/,verified,2026-08-11
ilam-discovery-system-318ac860f2f6,ilam,.:: معاونت پژوهش و فناوری ::.,research,https://www.ilam.ac.ir/dep/research/page/ihwfsyzhu-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%AD%D9%85%D8%A7%D9%8A%D8%AA-%D8%A7%D8%B2-%D9%BE%D8%A7%D9%8A%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87-%D9%87%D8%A7,research-portal-discovery,https://www.ilam.ac.ir/dep/research/,verified,2026-08-11
ilam-discovery-system-d7c80bfc6f7f,ilam,.:: معاونت پژوهش و فناوری ::.,research,https://www.ilam.ac.ir/dep/research/page/ihwfsyzhx-%D8%A2%D9%8A%D9%8A%D9%86-%D9%86%D8%A7%D9%85%D9%87-%D8%AD%D9%85%D8%A7%D9%8A%D8%AA-%D8%A7%D8%B2-%D9%BE%D8%A7%D9%8A%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7,research-portal-discovery,https://www.ilam.ac.ir/dep/research/,verified,2026-08-11
ilam-discovery-system-78f741306b14,ilam,Ilam University :: دانشگاه ایلام,research,https://www.ilam.ac.ir/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-f5aa622dd62f,ilam,فرم هزينه کرد از محل پژوهانه عضو هيات علمي و اعتبارات پايان نامه,research,https://www.ilam.ac.ir/forms/get/460/word/%D9%81%D8%B1%D9%85-%D9%87%D8%B2%DB%8C%D9%86%D9%87-%DA%A9%D8%B1%D8%AF-%D8%A7%D8%B2-%D9%85%D8%AD%D9%84-%D9%BE%DA%98%D9%88%D9%87%D8%A7%D9%86%D9%87-%D8%B9%D8%B6%D9%88-%D9%87%DB%8C%D8%A7%D8%AA-%D8%B9%D9%84%D9%85%DB%8C-%D9%88-%D8%A7%D8%B9%D8%AA%D8%A8%D8%A7%D8%B1%D8%A7%D8%AA-%D9%BE%D8%A7%DB%8C%D8%A7%D9%86-%D9%86%D8%A7%D9%85%D9%87/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-da3c711c9044,ilam,فهرست نشريات معتبراسفندماه 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/570/word/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%85%D8%B9%D8%AA%D8%A8%D8%B1%D8%A7%D8%B3%D9%81%D9%86%D8%AF%D9%85%D8%A7%D9%87-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-f0a77916f197,ilam,فهرست نشريات معتبر آذرماه 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/566/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D8%A2%D8%B0%D8%B1%D9%85%D8%A7%D9%87-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-d9dcb9acbe60,ilam,فهرست نشريات معتبر مردادماه 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/564/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D9%85%D8%B1%D8%AF%D8%A7%D8%AF%D9%85%D8%A7%D9%87-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-c9eee2a420f6,ilam,فهرست نشريات معتبر تيرماه 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/562/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D8%AA%DB%8C%D8%B1%D9%85%D8%A7%D9%87-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-3f25a1bca88c,ilam,فهرست نشريات معتبر خرداد 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/560/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D8%AE%D8%B1%D8%AF%D8%A7%D8%AF-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-3632dd34d0d4,ilam,فهرست نشريات نامعتبراسفندماه 96 وزارت علوم تحقيقات و فناوري,journals,https://www.ilam.ac.ir/forms/get/571/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D8%A7%D9%85%D8%B9%D8%AA%D8%A8%D8%B1%D8%A7%D8%B3%D9%81%D9%86%D8%AF%D9%85%D8%A7%D9%87-96-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA-%D8%B9%D9%84%D9%88%D9%85-%D8%AA%D8%AD%D9%82%DB%8C%D9%82%D8%A7%D8%AA-%D9%88-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-9dbbecff1269,ilam,فهرست نشريات نامعتبر آذر 95,journals,https://www.ilam.ac.ir/forms/get/550/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D8%A7%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D8%A2%D8%B0%D8%B1-95/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-16f82fb02bf1,ilam,فهرست نشريات نامعتبر يا blacklist آذر95,journals,https://www.ilam.ac.ir/forms/get/548/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D8%A7%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%DB%8C%D8%A7-blacklist-%D8%A2%D8%B0%D8%B195/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
ilam-discovery-system-a47616f09fd5,ilam,فهرست نشريات نامعتبر يا blacklist شهريور 94,journals,https://www.ilam.ac.ir/forms/get/547/pdf/%D9%81%D9%87%D8%B1%D8%B3%D8%AA-%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D8%A7%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%DB%8C%D8%A7-blacklist-%D8%B4%D9%87%D8%B1%DB%8C%D9%88%D8%B1-94/,research-portal-discovery,https://www.ilam.ac.ir/dep/research/page/ihwfsyqzw-%D8%A2%D9%8A%D9%8A%D9%86%E2%80%8C%D9%86%D8%A7%D9%85%D9%87%E2%80%8C%D9%87%D8%A7-%D9%88-%D8%AF%D8%B3%D8%AA%D9%88%D8%B1%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D9%87%D8%A7%D9%8A-%D9%BE%DA%98%D9%88%D9%87%D8%B4%D9%8A,verified,2026-08-11
hakim-sabzevari-discovery-system-e242e4c01b90,hakim-sabzevari,سامانه ها – دانشگاه حکیم سبزواری,research,https://www.hsu.ac.ir/%d8%b3%d8%a7%d9%85%d8%a7%d9%86%d9%87-%d9%87%d8%a7/,research-portal-discovery,http://www.hsu.ac.ir/,verified,2026-08-11
hakim-sabzevari-discovery-system-df34d107f4bc,hakim-sabzevari,نشریات دانشگاه – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%af%d8%a7%d9%86%d8%b4%da%af%d8%a7%d9%87/,research-portal-discovery,http://www.hsu.ac.ir/,verified,2026-08-11
hakim-sabzevari-discovery-system-c0e2e863de19,hakim-sabzevari,نمونه پایان نامه – پایگاه اطلاع رسانی کتابخانه مرکزی، موزه و مرکز اسناد,library,https://www.hsu.ac.ir/lib/%d9%86%d9%85%d9%88%d9%86%d9%87-%d9%be%d8%a7%db%8c%d8%a7%d9%86-%d9%86%d8%a7%d9%85%d9%87/,research-portal-discovery,https://www.hsu.ac.ir/lib/,verified,2026-08-11
hakim-sabzevari-discovery-system-fea7e2f3fd86,hakim-sabzevari,نشریات – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
hakim-sabzevari-discovery-system-9b57b25e2611,hakim-sabzevari,فهرست وب سایت های جعلی نشریات علمی – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%88%d8%a8-%d8%b3%d8%a7%db%8c%d8%aa-%d9%87%d8%a7%db%8c-%d8%ac%d8%b9%d9%84%db%8c-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d8%b9%d9%84%d9%85%db%8c/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
hakim-sabzevari-discovery-system-115d8acb1712,hakim-sabzevari,نشریات لغو اعتبار شده – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa/%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d9%84%d8%ba%d9%88-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1-%d8%b4%d8%af%d9%87/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
hakim-sabzevari-discovery-system-02305fd9695c,hakim-sabzevari,نشریات فاقد اعتبار – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa/%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%da%a9%d9%85-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1-%d9%88-%d9%81%d8%a7%d9%82%d8%af-%d8%a7%d8%b9%d8%aa%d8%a8%d8%a7%d8%b1/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
hakim-sabzevari-discovery-system-5ffb203976b3,hakim-sabzevari,نشریات معتبر وزارتین – معاونت پژوهشی و فن آوری,journals,https://www.hsu.ac.ir/research/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa/%d9%81%d9%87%d8%b1%d8%b3%d8%aa-%d9%86%d8%b4%d8%b1%db%8c%d8%a7%d8%aa-%d9%85%d8%b9%d8%aa%d8%a8%d8%b1-%d9%88%d8%b2%d8%a7%d8%b1%d8%aa-%d8%b9%d9%84%d9%88%d9%85/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
hakim-sabzevari-discovery-system-e25c0b8c1d1a,hakim-sabzevari,هسته پژوهشی داروشناسی سامانه‌ای پایه گیاهی – معاونت پژوهشی و فن آوری,research,https://www.hsu.ac.ir/research/%d9%87%d8%b3%d8%aa%d9%87-%d9%be%da%98%d9%88%d9%87%d8%b4%db%8c-%d8%af%d8%a7%d8%b1%d9%88%d8%b4%d9%86%d8%a7%d8%b3%db%8c-%d8%b3%d8%a7%d9%85%d8%a7%d9%86%d9%87%d8%a7%db%8c-%d9%be%d8%a7%db%8c%d9%87/,research-portal-discovery,https://www.hsu.ac.ir/research/,verified,2026-08-11
azarbaijan-shahid-madani-discovery-system-ec0a39f1164f,azarbaijan-shahid-madani,نشریات علمی - پژوهشی دارای مجوز از وزارتین و ISC - مديريت امور پژوهشي دانشگاه شهيد مدني آذربايجان,journals,https://resadm.azaruniv.ac.ir/Page/23/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D8%B9%D9%84%D9%85%DB%8C---%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%AF%D8%A7%D8%B1%D8%A7%DB%8C-%D9%85%D8%AC%D9%88%D8%B2-%D8%A7%D8%B2-%D9%88%D8%B2%D8%A7%D8%B1%D8%AA%DB%8C%D9%86-%D9%88-ISC.html,research-portal-discovery,https://resadm.azaruniv.ac.ir/,verified,2026-08-11
azarbaijan-shahid-madani-discovery-system-90089113e98b,azarbaijan-shahid-madani,"نشریات نمایه شده در لیست Scopus , ISI , JCR - مديريت امور پژوهشي دانشگاه شهيد مدني آذربايجان",journals,"https://resadm.azaruniv.ac.ir/Page/24/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D9%85%D8%A7%DB%8C%D9%87-%D8%B4%D8%AF%D9%87-%D8%AF%D8%B1-%D9%84%DB%8C%D8%B3%D8%AA-ISI-,-Scopus-,-JCR.html",research-portal-discovery,https://resadm.azaruniv.ac.ir/,verified,2026-08-11
azarbaijan-shahid-madani-discovery-system-5f08ba7689a7,azarbaijan-shahid-madani,#سامانه_برگزیده_کشوری - معاونت پژوهش و فناوری دانشگاه شهید مدنی آذربایجان,research,https://research.azaruniv.ac.ir/News/222/-%d8%b3%d8%a7%d9%85%d8%a7%d9%86%d9%87-%d8%a8%d8%b1%da%af%d8%b2%db%8c%d8%af%d9%87-%da%a9%d8%b4%d9%88%d8%b1%db%8c-.html,research-portal-discovery,https://research.azaruniv.ac.ir/,verified,2026-08-11
azarbaijan-shahid-madani-discovery-system-f51de6a48689,azarbaijan-shahid-madani,فهرست نشریات نامعتبر و جعلی - مديريت امور پژوهشي دانشگاه شهيد مدني آذربايجان,journals,https://resadm.azaruniv.ac.ir/Page/31/%D9%86%D8%B4%D8%B1%DB%8C%D8%A7%D8%AA-%D9%86%D8%A7%D9%85%D8%B9%D8%AA%D8%A8%D8%B1-%D9%88-%D8%AC%D8%B9%D9%84%DB%8C.html,research-portal-discovery,https://resadm.azaruniv.ac.ir/,verified,2026-08-11
azarbaijan-shahid-madani-discovery-system-73dc51e37b86,azarbaijan-shahid-madani,معرفی سامانه فراخوان های فناورانه وزارت صمت - معاونت پژوهش و فناوری دانشگاه شهید مدنی آذربایجان,research,https://research.azaruniv.ac.ir/News/156/%d9%85%d8%b9%d8%b1%d9%81%db%8c-%d8%b3%d8%a7%d9%85%d8%a7%d9%86%d9%87-%d9%81%d8%b1%d8%a7%d8%ae%d9%88%d8%a7%d9%86-%d9%87%d8%a7%db%8c-%d9%81%d9%86%d8%a7%d9%88%d8%b1%d8%a7%d9%86%d9%87-%d9%88%d8%b2%d8%a7%d8%b1%d8%aa-%d8%b5%d9%85%d8%aa-.html,research-portal-discovery,https://research.azaruniv.ac.ir/,verified,2026-08-11
